session_id,cluster_id
8e707b3c-f0e1-4e9d-a82f-e4136c20fa48,1
4d36bf5a-dd1c-4a04-8586-1662feea9b7a,1
ec153d89-407f-461c-9a09-c3560463f4b6,1
a489e70b-5786-4eb0-903b-26150892413d,1
303a3306-7ad8-41f6-b435-cb63eeb2a310,1
a8cdd5ce-9ebf-4e64-952c-3f8ecf353cd5,1
d6c72e25-35e7-474b-b920-0fdc52c99513,1
8dc9c97b-edad-4049-8be1-9aef2c5bf0b4,1
a79ffa22-6fab-462d-bf91-48b7be532ce4,1
2524a616-6b6d-41f3-a295-dd6bfb287bf7,1
68fbef74-be80-42ef-a288-78868f34e2a5,0
b62614fc-4943-44b3-9d0e-b8f79c201978,1
